magnitude,date,cdi,mmi,alert,tsunami,sig,net,nst,dmin,gap,magType,depth,latitude,longitude,location,continent,country
6.6,2013-06-24,0,7,green,1,670,us,111,0,16,mww,10,10.701,-42.594,northern Mid-Atlantic Ridge,,
6.5,2013-06-15,5,6,green,1,679,us,698,0,27,mww,30,11.763,-86.926,"Masachapa, Nicaragua",,
6.7,2013-06-13,5,4,green,0,710,us,515,0,24,mww,9,-10.004,107.236,"Java, Indonesia",,
6.7,2013-05-24,0,3,green,1,691,us,217,0,25.2,mwb,624,52.235,151.444,Okhotsk,,
8.3,2013-05-24,5,5,green,1,1115,us,385,0,10,mww,598.1,54.892,153.221,Okhotsk,,
7.4,2013-05-23,0,6,green,1,842,us,626,0,16,mww,173.7,-23.009,-177.232,"Vaini, Tonga",,
6.8,2013-05-14,0,3,green,0,711,us,131,0,18,mww,602.2,18.728,145.288,"Pagan region, Northern Mariana Islands",,
6.5,2013-04-23,0,6,green,1,650,us,264,0,16.6,mww,10,-3.898,152.127,"Rabaul, Papua New Guinea",,Papua New Guinea
6.6,2013-04-20,8,8,red,0,2083,us,548,0,12.6,mww,14,30.308,102.888,"Linqiong, China",Asia,People's Republic of China
7.2,2013-04-19,5,7,green,1,804,us,770,0,10.1,mww,110,46.221,150.788,"Kuril’sk, Russia",Asia,Russia
6.6,2013-04-16,7,7,green,1,672,us,445,0,11,mww,13,-3.214,142.542,"Aitape, Papua New Guinea",,Papua New Guinea
7.7,2013-04-16,8,8,yellow,0,1421,us,506,0,26.6,mww,80,28.033,61.996,"Khash, Iran",Asia,Iran
6.6,2013-04-14,0,5,green,1,670,us,491,0,11.5,mww,31,-6.475,154.607,"Panguna, Papua New Guinea",,
7,2013-04-06,3,7,green,1,755,us,640,0,11.4,mww,66,-3.517,138.476,"Abepura, Indonesia",,Indonesia
6.5,2013-03-10,0,6,green,1,650,us,317,0,14.2,mww,28,-6.598,148.174,"Finschhafen, Papua New Guinea",,Papua New Guinea
6.5,2013-03-01,3,6,green,0,651,us,480,0,20.7,mww,29,50.958,157.408,"Ozernovskiy, Russia",Asia,
6.9,2013-02-28,5,6,green,1,736,us,531,0,20.7,mww,41,50.954,157.283,"Ozernovskiy, Russia",Asia,
6.6,2013-02-14,0,7,green,1,670,us,697,0,15.3,mww,11,67.631,142.508,"Belaya Gora, Russia",Asia,Russia
6.6,2013-02-09,0,6,green,1,670,us,421,0,16.6,mww,18,-10.994,165.741,"Lata, Solomon Islands",,Solomon Islands
6.9,2013-02-09,5,5,green,1,904,us,562,0,23.7,mww,145,1.135,-77.393,"Yacuanquer, Colombia",South America,Colombia
7.1,2013-02-08,9,6,green,1,780,us,334,0,16.5,mww,21,-10.928,166.018,"Lata, Solomon Islands",,Solomon Islands
6.8,2013-02-08,0,7,green,1,711,us,400,0,17.5,mww,12,-10.838,165.969,"Lata, Solomon Islands",,Solomon Islands
6.7,2013-02-07,0,6,green,1,691,us,387,0,26.5,mww,11,-10.997,165.655,"Lata, Solomon Islands",,Solomon Islands
7,2013-02-06,0,6,green,0,754,us,445,0,17.5,mww,8.8,-10.499,165.588,"Lata, Solomon Islands",,Solomon Islands
7.1,2013-02-06,0,5,green,0,776,us,550,0,18.4,mww,10,-11.183,164.882,"Lata, Solomon Islands",,
8,2013-02-06,8,7,green,1,993,us,460,0,20.9,mww,24,-10.799,165.114,"Lata, Solomon Islands",,
6.9,2013-02-02,6,7,yellow,0,814,us,686,0,28,mww,107,42.77,143.092,"Obihiro, Japan",Asia,Japan
6.8,2013-01-30,6,7,green,0,771,us,596,0,19.3,mww,45,-28.094,-70.653,"Vallenar, Chile",South America,Chile
7.5,2013-01-05,6,6,,0,1425,ak,0,0,0,mw,8.7,55.228,-134.859,"Edna Bay, Alaska",,
6.7,2012-12-21,0,4,,0,691,us,521,0,13.7,mww,200.7,-14.344,167.286,"Sola, Vanuatu",,Vanuatu
7.1,2012-12-10,5,5,,0,843,us,517,0,8.7,mww,155,-6.533,129.825,Banda Sea,,Indonesia
7.3,2012-12-07,6,5,,0,1014,us,918,0,14.8,mww,31,37.89,143.949,"Ofunato, Japan",,
6.5,2012-11-11,4,5,,0,708,us,598,0,57.3,mww,20,14.129,-92.164,"Champerico, Guatemala",,
6.8,2012-11-11,7,6,,0,795,us,391,0,13.7,mww,13.7,23.005,95.885,"Shwebo, Myanmar",Asia,Myanmar
7.4,2012-11-07,8,7,yellow,0,1455,us,751,0,25.5,mww,24,13.988,-91.895,"Champerico, Guatemala",,
7.8,2012-10-28,8,7,,0,1726,us,807,0,42.7,mww,14,52.788,-132.101,"Prince Rupert, Canada",North America,Canada
6.5,2012-10-24,6,6,,0,745,us,691,0,34.4,mww,17,10.086,-85.298,Costa Rica,,Costa Rica
6.6,2012-10-12,3,5,,0,675,us,291,0,17.7,mww,13,-4.892,134.03,"Tual, Indonesia",,Indonesia
7.3,2012-09-30,7,6,,0,1221,us,934,0,15.5,mww,170,1.929,-76.362,"San Agustín, Colombia",South America,Colombia
7.6,2012-09-05,8,7,,0,1555,us,703,0,34.3,mww,35,10.085,-85.315,"Hojancha, Costa Rica",,Costa Rica
7.6,2012-08-31,8,5,,0,1115,us,682,0,10.2,mww,28,10.811,126.638,"Sulangan, Philippines",,
7.3,2012-08-27,5,5,,0,994,us,417,0,37,mww,28,12.139,-88.59,"Puerto El Triunfo, El Salvador",,
6.6,2012-08-26,4,5,,0,678,us,497,0,14.6,mww,91.1,2.19,126.837,"Tobelo, Indonesia",,Indonesia
7.7,2012-08-14,7,4,,0,941,us,862,0,13.8,mww,583.2,49.8,145.064,"Poronaysk, Russia",,
6.5,2012-07-28,5,6,,0,653,us,576,0,11.7,mww,41,-4.651,153.173,"Kokopo, Papua New Guinea",,Papua New Guinea
6.6,2012-04-28,4,5,,0,675,us,529,0,15.7,mww,134.7,-18.685,-174.705,"Neiafu, Tonga",,Tonga
6.7,2012-04-21,0,7,,0,691,us,370,0,15.4,mww,16,-1.617,134.276,"Manokwari, Indonesia",,Indonesia
6.8,2012-04-17,6,5,,0,732,us,597,0,12.6,mww,198,-5.462,147.117,"Lae, Papua New Guinea",,Papua New Guinea
6.7,2012-04-17,0,7,,0,691,us,518,0,26.9,mww,29,-32.625,-71.365,"Hacienda La Calera, Chile",South America,Chile
7,2012-04-12,7,7,,0,1000,us,474,0,95.9,mww,13,28.696,-113.104,"San Luis, Mexico",North America,Mexico
6.5,2012-04-11,7,6,,0,1171,us,599,0,54.1,mwb,20,18.229,-102.689,"El Habillal, Mexico",North America,Mexico
8.2,2012-04-11,9,6,green,0,1213,us,341,0,14.9,mwc,25.1,0.802,92.463,off the west coast of northern Sumatra,,
8.6,2012-04-11,9,7,yellow,0,2048,official,499,0,16.6,mw,20,2.327,93.063,off the west coast of northern Sumatra,,
7.1,2012-03-25,7,7,,0,1496,us,553,0,15.2,mww,40.7,-35.2,-72.217,"Constitución, Chile",South America,Chile
6.6,2012-03-21,6,6,,0,709,us,640,0,10.1,mww,118,-6.242,145.955,"Kainantu, Papua New Guinea",,Papua New Guinea
7.4,2012-03-20,9,8,,0,1752,us,672,0,37.9,mww,20,16.493,-98.231,"Santiago Llano Grande, Mexico",North America,Mexico
6.7,2012-02-26,7,7,,0,833,us,596,0,13.4,mww,12,51.708,95.991,"Saryg-Sep, Russia",Asia,Russia
6.7,2012-02-06,9,7,,0,1551,us,572,0,11.1,mww,11,9.999,123.206,"Jimalalud, Philippines",,Philippines
7.1,2012-02-02,5,5,,0,793,us,573,0,12,mww,23,-17.827,167.133,"Port-Vila, Vanuatu",,
7.2,2012-01-10,4,4,,0,838,us,443,0,17,mww,19,2.433,93.21,off the west coast of northern Sumatra,,
6.6,2011-12-27,0,7,,0,670,us,545,0,17.6,mww,15,51.842,95.911,"Saryg-Sep, Russia",Asia,Russia
7.1,2011-12-14,6,6,,0,834,us,485,0,10.6,mww,135,-7.551,146.809,"Wau, Papua New Guinea",,Papua New Guinea
6.5,2011-12-11,8,7,,0,1400,us,578,0,38.6,mww,59,17.986,-99.789,"Nuevo Balsas, Mexico",North America,Mexico
6.9,2011-10-28,6,7,,0,847,us,474,0,46.5,mww,24,-14.438,-75.966,"Santiago, Peru",South America,Peru
7.1,2011-10-23,9,9,,0,1096,us,693,0,19.7,mww,18,38.721,43.508,"Van, Turkey",Asia,Turkey
6.5,2011-10-14,3,6,,0,655,us,423,0,12.6,mww,37,-6.57,147.881,"Finschhafen, Papua New Guinea",,Papua New Guinea
6.9,2011-09-18,8,8,,0,1562,us,383,0,13,mww,50,27.73,88.155,"Mangan, India",Asia,India
6.7,2011-09-16,5,5,,0,712,us,667,0,10.9,mwc,30,40.273,142.779,"Miyako, Japan",,
6.7,2011-09-05,5,6,,0,915,us,447,0,15.3,mww,91,2.965,97.893,"Kabanjahe, Indonesia",,Indonesia
7,2011-09-03,7,5,,0,761,us,406,0,15.3,mww,185.1,-20.671,169.716,"Isangel, Vanuatu",,
7,2011-08-24,6,6,,0,913,us,471,0,26.9,mww,147,-7.641,-74.525,"Contamana, Peru",South America,Peru
7.1,2011-08-20,5,6,,0,787,us,564,0,12.3,mww,28,-18.311,168.218,"Port-Vila, Vanuatu",,
6.5,2011-08-20,0,5,,0,650,us,322,0,15,mwc,35,-18.308,168.156,"Port-Vila, Vanuatu",,
7.2,2011-08-20,8,6,,0,813,us,280,0,18.4,mww,32,-18.365,168.143,"Port-Vila, Vanuatu",,
6.6,2011-07-31,3,6,,0,674,us,229,0,16.6,mww,10,-3.518,144.828,"Angoram, Papua New Guinea",,Papua New Guinea
7.6,2011-07-06,3,7,,0,893,us,567,0,33.5,mww,17,-29.539,-176.34,Kermadec Islands region,,
6.7,2011-06-22,6,6,,0,749,us,592,0,24.9,mww,33,39.955,142.205,"Miyako, Japan",Asia,Japan
6.8,2011-05-10,4,5,,0,734,us,519,0,12.5,mww,11,-20.244,168.226,"Wé, New Caledonia",,
6.8,2011-04-23,5,6,,0,719,us,445,0,13,mww,79,-10.375,161.2,"Kirakira, Solomon Islands",,Solomon Islands
6.6,2011-04-11,7,7,,0,822,us,586,0,10.1,mww,11,37.001,140.401,"Ishikawa, Japan",Asia,Japan
7.1,2011-04-07,8,8,,0,1114,us,446,0,17.7,mww,42,38.276,141.588,"Ishinomaki, Japan",Asia,Japan
6.6,2011-04-07,7,6,,0,897,us,518,0,37.2,mww,166.2,17.208,-94.338,"Helio García Alfaro, Mexico",,Mexico
6.9,2011-03-24,7,9,,0,1154,us,335,0,18.2,mww,8,20.687,99.822,"Tachilek, Myanmar",Asia,Myanmar
6.6,2011-03-11,6,5,,0,673,us,668,0,9.5,ms,25.7,39.241,142.463,"?tsuchi, Japan",,
6.5,2011-03-11,0,4,,0,650,us,369,0,18.7,mb,6.8,36.166,141.562,"Hasaki, Japan",,
7.7,2011-03-11,7,4,,0,931,us,507,0,10.8,mwc,18.6,38.058,144.59,"Kamaishi, Japan",,
7.9,2011-03-11,8,7,,0,1140,us,163,0,48.4,mwc,42.6,36.281,141.111,"Ibarai, Japan",,
9.1,2011-03-11,9,8,,0,2184,official,541,0,9.5,mww,29,38.297,142.373,"2011 Great Tohoku Earthquake, Japan",,
7.3,2011-03-09,5,5,,0,972,us,550,0,17.4,mww,32,38.435,142.842,"Ofunato, Japan",,
6.7,2011-02-14,5,6,,0,731,us,358,0,33.9,mww,21,-35.38,-72.834,"Constitución, Chile",,
6.9,2011-02-11,7,7,,0,988,us,382,0,34.7,mww,26,-36.422,-72.96,"Tomé, Chile",South America,Chile
7.2,2011-01-18,7,7,,0,1449,us,372,0,25.3,mww,68,28.777,63.951,"Dalbandin, Pakistan",Asia,Pakistan
7,2011-01-13,2,5,,0,755,us,578,0,13.3,mww,9,-20.628,168.471,"Tadine, New Caledonia",,
7.2,2011-01-02,8,7,,0,1054,us,397,0,30.1,mww,24,-38.355,-73.326,"Carahue, Chile",South America,Chile
7.3,2010-12-25,0,5,,0,820,us,409,0,12,mwc,16,-19.702,167.947,"Isangel, Vanuatu",,
6.7,2010-12-20,3,7,,0,708,us,279,0,24.3,mwc,12,28.412,59.18,"Bam, Iran",Asia,Iran
6.6,2010-12-02,0,6,,0,670,us,306,0,18.5,mwb,33,-6.001,149.977,"Kandrian, Papua New Guinea",,Papua New Guinea
7.8,2010-10-25,4,7,,0,946,us,379,0,23,mwc,20.1,-3.487,100.082,"Sungai Penuh, Indonesia",,
6.7,2010-10-21,5,5,,0,776,us,352,0,50.3,mwc,13,24.696,-109.156,"El Huitusi, Mexico",,
7,2010-09-29,8,5,,0,772,us,271,0,15.1,mwc,26,-4.963,133.76,"Papua, Indonesia",,Indonesia
7,2010-09-03,8,8,,0,1245,us,365,0,15.8,mwc,12,-43.522,171.83,"Methven, New Zealand",,New Zealand
7.1,2010-08-12,6,5,,0,945,us,672,0,12.4,mwc,206.7,-1.266,-77.306,Ecuador,South America,Ecuador
7.3,2010-08-10,7,7,,0,850,us,405,0,20.2,mwc,25,-17.541,168.069,"Port-Vila, Vanuatu",,Vanuatu
7,2010-08-04,4,6,,0,757,us,396,0,12.7,mww,44,-5.746,150.765,"Kimbe, Papua New Guinea",,Papua New Guinea
6.5,2010-08-04,5,4,,0,659,us,403,0,11.1,mwc,220,-5.486,146.822,"Madang, Papua New Guinea",,Papua New Guinea
7.6,2010-07-23,5,3,,0,902,us,340,0,15.1,mwc,578,6.497,123.48,"Bantogon, Philippines",,Philippines
7.3,2010-07-18,8,7,,0,831,us,397,0,18.2,mwc,35,-5.931,150.59,"New Britain region, Papua New Guinea",,Papua New Guinea
6.9,2010-07-18,4,7,,0,737,us,456,0,15.7,mwc,28,-5.966,150.428,"Kimbe, Papua New Guinea",,Papua New Guinea
6.6,2010-07-14,6,7,,0,753,us,295,0,52.8,mwc,22,-38.067,-73.31,"Cañete, Chile",South America,Chile
6.7,2010-06-26,5,6,,0,696,us,392,0,18.7,mwc,35,-10.627,161.447,"Kirakira, Solomon Islands",,Solomon Islands
6.6,2010-06-16,0,7,,0,670,us,309,0,25,mwc,10.5,-2.329,136.484,"Biak, Indonesia",,Indonesia
7,2010-06-16,3,7,,0,755,us,307,0,18.1,mwc,18,-2.174,136.543,"Biak, Indonesia",,Indonesia
7.5,2010-06-12,6,5,,0,1144,us,514,0,18.6,mwc,35,7.881,91.936,"Nicobar Islands, India region",,
7.2,2010-05-27,5,6,,0,804,us,327,0,11.7,mwc,31,-13.698,166.643,"Sola, Vanuatu",,Vanuatu
7.2,2010-05-09,5,6,,0,918,us,611,0,20.6,mwc,38,3.748,96.018,"Meulaboh, Indonesia",,Indonesia
6.9,2010-04-13,6,9,,0,773,us,410,0,14.9,mwc,17,33.165,96.548,"Qamdo, China",Asia,People's Republic of China
6.9,2010-04-11,4,5,,0,740,us,399,0,12.1,mwc,21,-10.878,161.116,"Kirakira, Solomon Islands",,
7.8,2010-04-06,0,7,,0,936,us,352,0,19.2,mwc,31,2.383,97.048,"Sinabang, Indonesia",,Indonesia
7.2,2010-04-04,9,9,red,0,2910,ci,10,0.5137,239,mw,9.987,32.2862,-115.295,"Delta, B.C., MX",North America,Mexico
6.6,2010-03-30,5,6,,0,701,us,413,0,16.7,mwc,34,13.667,92.831,"Bamboo Flat, India",,India
6.7,2010-03-16,5,6,,0,856,us,312,0,34.7,mwc,18,-36.217,-73.257,"Tomé, Chile",,
6.5,2010-03-14,6,5,,0,810,us,491,0,27,mwc,32,37.745,141.59,"Namie, Japan",,
7,2010-03-11,7,7,,0,874,us,403,0,17.1,mwc,18,-34.326,-71.799,"Santa Cruz, Chile",South America,Chile
6.9,2010-03-11,7,7,,0,1280,us,415,0,12.5,mwc,11,-34.29,-71.891,"Santa Cruz, Chile",South America,Chile
6.8,2010-03-05,4,6,,0,717,us,401,0,23.2,mwc,26,-3.762,100.991,"Bengkulu, Indonesia",,Indonesia
6.6,2010-03-05,7,7,,0,736,us,255,0,27.8,mwb,18,-36.665,-73.374,"Talcahuano, Chile",,Chile
6.5,2010-03-04,0,4,,0,650,us,426,0,18.7,mwb,176,-13.571,167.227,"Sola, Vanuatu",,Vanuatu
7.4,2010-02-27,0,5,,0,842,us,409,0,17.6,mwc,35,-37.773,-75.048,"Lebu, Chile",,
8.8,2010-02-27,8,8,,0,1991,official,454,0,17.8,mww,22.9,-36.122,-72.898,"Quirihue, Chile",South America,Chile
7,2010-02-26,6,6,,0,1180,us,487,0,15.7,mwc,25,25.93,128.425,"Katsuren-haebaru, Japan",,
7,2010-01-12,9,9,,0,1623,us,500,0,22.7,mwc,13,18.443,-72.571,"Léogâne, Haiti",,Haiti
6.5,2010-01-10,7,7,,0,1360,nc,51,0.3225,220,mw,28.737,40.652,-124.692,"Ferndale, California",North America,
6.8,2010-01-05,3,6,,0,713,us,338,0,15,mwc,15.4,-9.019,157.551,"Gizo, Solomon Islands",,
7.1,2010-01-03,5,7,,0,780,us,377,0,15,mwc,10,-8.783,157.354,"Gizo, Solomon Islands",,Solomon Islands
6.6,2010-01-03,5,7,,0,672,us,282,0,16.6,mwc,10,-8.726,157.487,"Gizo, Solomon Islands",,Solomon Islands
6.5,2009-11-13,6,7,,0,698,us,390,0,17.7,mwc,27,-19.394,-70.321,"Iquique, Chile",South America,Chile
7.3,2009-11-09,0,4,,0,820,us,430,0,15,mwc,595,-17.239,178.331,"Ba, Fiji",,Fiji
6.6,2009-11-08,7,6,,0,677,us,305,0,20.4,mwc,18,-8.207,118.631,"Bima, Indonesia",,Indonesia
6.8,2009-10-30,0,6,,0,711,us,424,0,21.4,mwc,34,29.218,129.782,"Naze, Japan",,
6.9,2009-10-24,4,6,,0,972,us,397,0,11,mwc,130,-6.133,130.385,"Tual, Indonesia",,Indonesia
6.8,2009-10-08,0,5,,0,711,us,174,0,30.2,mwc,35,-13.298,165.91,"Sola, Vanuatu",,
7.4,2009-10-07,0,7,,0,842,us,314,0,20.2,mwc,31.1,-13.093,166.497,"Sola, Vanuatu",,Vanuatu
7.8,2009-10-07,0,6,,0,936,us,195,0,20.3,mwc,35,-12.517,166.382,"Sola, Vanuatu",,
7.7,2009-10-07,4,7,,0,916,us,283,0,23.2,mww,45,-13.006,166.51,"Sola, Vanuatu",,Vanuatu
6.6,2009-10-01,7,7,,0,787,us,417,0,30.1,mwc,9,-2.482,101.524,"Sungai Penuh, Indonesia",,Indonesia
7.6,2009-09-30,8,8,,0,1639,us,498,0,14,mwc,81,-0.72,99.867,"Pariaman, Indonesia",,Indonesia
8.1,2009-09-29,7,6,,0,1055,us,520,0,20.8,mwc,18,-15.489,-172.095,"Matavai, Samoa",,
7,2009-09-02,7,7,,0,1175,us,312,0,16.3,mwc,46,-7.782,107.297,"Banjar, Indonesia",,Indonesia
6.7,2009-08-16,5,6,,0,753,us,369,0,14.9,mwc,20,-1.479,99.49,"Padang, Indonesia",,Indonesia
6.6,2009-08-12,4,5,,0,703,us,336,0,14.1,mwc,53,32.821,140.395,"Tateyama, Japan",,
7.5,2009-08-10,7,6,,0,1248,us,303,0,18.2,mwc,24,14.099,92.902,"Bamboo Flat, India",,
7.1,2009-08-09,5,4,,0,1005,us,447,0,14.2,mwc,292,33.167,137.944,"Oyama, Japan",,
6.9,2009-08-03,5,7,,0,1202,us,243,0,35,mwc,10,29.039,-112.903,"Bahía de Kino, Mexico",North America,Mexico
7.8,2009-07-15,6,8,,0,1165,us,434,0,16.8,mwc,12,-45.762,166.562,"Te Anau, New Zealand",,New Zealand
6.7,2009-06-23,5,5,,0,693,us,269,0,13.8,mwc,64,-5.157,153.782,"Kokopo, Papua New Guinea",,Papua New Guinea
7.3,2009-05-28,7,8,,0,1560,us,464,0,27.2,mwc,19,16.731,-86.217,"Guanaja, Honduras",,
7.6,2009-03-19,7,5,,0,916,us,504,0,14,mwc,31,-23.043,-174.66,"‘Ohonua, Tonga",,
7.2,2009-02-11,3,7,,0,802,us,432,0,18.6,mwc,20,3.886,126.387,"Sarangani, Philippines",,Indonesia
7.4,2009-01-03,7,7,,0,846,us,314,0,21.1,mwc,23,-0.691,133.305,"Manokwari, Indonesia",,Indonesia
6.6,2009-01-03,5,4,,0,765,us,344,0,22.6,mwc,204.8,36.419,70.743,"Jurm, Afghanistan",Asia,Afghanistan
7.7,2009-01-03,5,7,,0,918,us,288,0,29.8,mwc,17,-0.414,132.885,"Manokwari, Indonesia",,Indonesia
7.4,2008-11-16,9,7,,0,848,us,365,0,33.7,mww,30,1.271,122.091,"Gorontalo, Indonesia",,Indonesia
6.7,2008-10-16,5,6,,0,731,us,481,0,28.6,mwc,24,14.423,-92.364,"Brisas Barra de Suchiate, Mexico",,Mexico
6.7,2008-10-05,0,6,,0,691,us,529,0,22.3,mwc,27.4,39.533,73.824,"Nookat, Kyrgyzstan",Asia,Kyrgyzstan
6.8,2008-09-11,0,6,,0,711,us,500,0,22.2,mwc,25,41.892,143.754,"Obihiro, Japan",,
6.6,2008-09-11,0,6,,0,670,us,463,0,14.1,mwc,96,1.885,127.363,"Tobelo, Indonesia",,Indonesia
6.9,2008-09-08,0,6,,0,732,us,531,0,14.9,mwc,110,-13.501,166.967,"Sola, Vanuatu",,Vanuatu
6.7,2008-08-25,4,7,,0,692,us,325,0,28,mwc,12,30.901,83.52,"Jumla, Nepal",Asia,People's Republic of China
6.8,2008-07-23,8,7,,0,1046,us,633,0,20.2,mwc,108,39.802,141.464,"Morioka, Japan",Asia,Japan
7,2008-07-19,5,5,,0,840,us,577,0,18.2,mwc,22,37.552,142.214,"Namie, Japan",,
6.9,2008-07-19,5,5,,0,825,duputel,0,0,0,mww,25.5,37.55,142.714,"Namie, Japan",,
6.6,2008-06-27,4,5,,0,680,us,630,0,18.4,mwc,17,11.005,91.824,"Bamboo Flat, India",,
6.9,2008-06-13,7,8,,0,888,us,654,0,17.1,mwc,7.8,39.03,140.881,"Mizusawa, Japan",Asia,Japan
7.9,2008-05-12,9,9,,0,1870,us,774,0,11.3,mwc,19,31.002,103.322,"Tianpeng, China",Asia,People's Republic of China
6.9,2008-05-07,5,5,,0,910,us,519,0,21.1,mwc,27,36.164,141.526,"Hasaki, Japan",,
7.3,2008-04-09,0,6,,0,820,us,486,0,13.4,mwc,33,-20.071,168.892,"Isangel, Vanuatu",,
7.2,2008-03-20,0,7,,0,798,us,532,0,25.9,mwc,10,35.49,81.467,"Hotan, China",Asia,People's Republic of China
6.9,2008-03-03,4,5,,0,740,us,544,0,25.9,mwc,24,13.351,125.63,Philippine Islands region,,
6.7,2008-02-25,5,6,,0,696,us,543,0,15.1,mwc,25,-2.245,99.808,"Padang, Indonesia",,Indonesia
6.6,2008-02-25,4,6,,0,674,us,421,0,17.7,mwc,25,-2.332,99.891,"Padang, Indonesia",,Indonesia
7.2,2008-02-25,4,7,,0,832,us,505,0,18.4,mwc,25,-2.486,99.972,"Sungai Penuh, Indonesia",,Indonesia
6.5,2008-02-24,4,6,,0,654,us,429,0,28.3,mwc,22,-2.405,99.931,"Sungai Penuh, Indonesia",,Indonesia
7.4,2008-02-20,5,7,,0,914,us,607,0,16.4,mwc,26,2.768,95.964,"Sinabang, Indonesia",,Indonesia
6.5,2008-02-14,8,5,,0,692,us,650,0,30.7,mwc,28,36.345,21.863,"Koróni, Greece",Europe,
6.9,2008-02-14,6,6,,0,941,us,645,0,30.6,mwc,29,36.501,21.67,"Methóni, Greece",Europe,
6.5,2008-02-12,7,6,,0,723,us,521,0,27.6,mwc,83,16.357,-94.304,"General Pascual Fentes, Mexico",,Mexico
6.6,2007-12-20,7,6,,0,808,us,461,0,18.8,mwc,20,-39.011,178.291,"Gisborne, New Zealand",,
6.7,2007-12-16,5,7,,0,704,us,481,0,30.3,mwb,45,-22.954,-70.182,Ant,South America,Chile
7.4,2007-11-29,7,7,,0,1542,us,663,0,13.4,mwb,156,14.944,-61.274,"Basse-Pointe, Martinique",,Martinique
6.6,2007-11-27,3,6,,0,672,us,280,0,26.9,mwc,16,-10.95,162.149,"Kirakira, Solomon Islands",,Solomon Islands
6.5,2007-11-25,5,7,,0,653,us,272,0,27.6,mwc,18,-8.224,118.467,"Dompu, Indonesia",,Indonesia
6.5,2007-11-25,7,7,,0,657,us,353,0,27.5,mwc,20,-8.292,118.37,"Dompu, Indonesia",,Indonesia
6.8,2007-11-22,6,6,,0,722,us,341,0,15.9,mwc,53,-5.757,147.098,"Lae, Papua New Guinea",,Papua New Guinea
6.8,2007-11-16,7,6,,0,790,us,649,0,27,mwc,122.9,-2.312,-77.838,"Macas, Ecuador",South America,Ecuador
6.8,2007-11-15,6,7,,0,716,us,285,0,40.1,mwc,26,-22.925,-70.237,Ant,South America,Chile
7.7,2007-11-14,8,7,,0,995,us,610,0,22.4,mwc,40,-22.247,-69.89,"Tocopilla, Chile",South America,Chile
6.8,2007-10-24,3,5,,0,713,us,494,0,23.9,mwc,21,-3.899,101.02,"Bengkulu, Indonesia",,Indonesia
6.8,2007-10-15,4,7,,0,744,us,338,0,19,mwc,18,-44.796,167.553,"Te Anau, New Zealand",,New Zealand
6.8,2007-09-26,4,5,,0,713,us,348,0,15.5,mwc,40,-4.99,153.5,"Kokopo, Papua New Guinea",,Papua New Guinea
6.7,2007-09-20,3,5,,0,696,us,503,0,26.9,mwc,30,-1.999,100.141,"Padang, Indonesia",,Indonesia
7,2007-09-13,4,7,,0,768,us,537,0,23.1,mwc,22,-2.13,99.627,"Padang, Indonesia",,Indonesia
6.5,2007-09-13,0,5,,0,650,us,409,0,26.2,mwc,28.9,-1.689,99.668,"Kepulauan Mentawai region, Indonesia",,Indonesia
7.9,2007-09-12,8,7,,0,1133,us,446,0,29.1,mwc,35,-2.625,100.841,"Sungai Penuh, Indonesia",,Indonesia
7.8,2007-09-12,7,8,,0,1152,duputel,0,0,0,mww,40.5,-2.52,100.139,"Sungai Penuh, Indonesia",Asia,Indonesia
8.4,2007-09-12,0,6,,0,1086,official,411,0,32.3,mww,34,-4.438,101.367,"Bengkulu, Indonesia",,Indonesia
6.8,2007-09-10,5,6,,0,747,us,653,0,17.6,mwc,15,2.966,-77.963,"Timbiquí, Colombia",,Colombia
7.2,2007-09-02,0,5,,0,798,us,312,0,21.3,mwc,35,-11.61,165.762,"Lata, Solomon Islands",,
6.5,2007-08-16,5,6,,0,675,us,382,0,12.8,mwc,15,-9.834,159.465,"Malango, Solomon Islands",,
8,2007-08-15,9,8,,0,1385,us,625,0,25.7,mwc,39,-13.386,-76.603,"San Vicente de Cañete, Peru",,Peru
7.5,2007-08-08,0,5,,0,865,us,228,0,30.7,mwc,280,-5.859,107.419,"Rengasdengklok, Indonesia",,Indonesia
7.2,2007-08-01,7,7,,0,803,us,494,0,20.4,mwb,120,-15.595,167.68,"Luganville, Vanuatu",,Vanuatu
6.9,2007-07-26,3,5,,0,734,us,374,0,24.1,mwb,25,2.872,127.464,"Tobelo, Indonesia",,Indonesia
6.8,2007-07-16,5,4,,0,779,us,664,0,18.2,mwb,350.4,36.808,134.85,"Mikuni, Japan",,
6.6,2007-07-16,8,8,,0,831,us,782,0,16.7,mwc,12,37.535,138.446,"Kashiwazaki, Japan",Asia,Japan
6.7,2007-06-13,6,6,,0,972,us,468,0,37.7,mwc,23,13.554,-90.618,"Iztapa, Guatemala",,
6.9,2007-04-01,0,7,,0,732,us,305,0,15.3,mwc,10,-7.306,155.741,"Panguna, Papua New Guinea",,Solomon Islands
6.6,2007-04-01,0,7,,0,670,us,251,0,16,mb,10,-7.169,155.777,"Panguna, Papua New Guinea",,Solomon Islands
8.1,2007-04-01,9,8,,0,1025,us,439,0,14.7,mwc,24,-8.466,157.043,"Gizo, Solomon Islands",,Solomon Islands
6.7,2007-03-25,7,8,,0,782,us,493,0,23.9,mwc,8,37.336,136.588,"Nanao, Japan",Asia,Japan
7.1,2007-03-25,3,6,,0,779,us,426,0,25.3,mwb,34,-20.617,169.357,"Isangel, Vanuatu",,
